13279, -29956, 2962232
1106, -32748, 2966301
-11228, -30783, 2970370
-21930, -24346, 2974439
-29447, -14372, 2978508
-32685, -2310, 2982577
-31176, 10087, 2986646
-25137, 21019, 2990715
-15446, 28898, 2994784
-3512, 32578, 2998853
8933, 31526, 3002922
20080, 25893, 3006991
28310, 16499, 3011060
32427, 4708, 3015129
31833, -7767, 3019198
26615, -19113, 3023267
17530, -27683, 3027336
5899, -32232, 3031405
-6590, -32098, 3035474
-18121, -27300, 3039543
-27019, -18537, 3043612
-31993, -7081, 3047681
-32318, 5404, 3051750
-27949, 17104, 3055819
-19519, 26319, 3059888
-8254, 31710, 3063957
4210, 32495, 3068026
16063, 28560, 3072095
25582, 20475, 3076164
31385, 9416, 3080233
32628, -3012, 3084302
29131, -15001, 3088371
21403, -24811, 3092440
10564, -31017, 3096509
-1809, -32717, 3100578
-13919, -29664, 3104647
-24007, -22301, 3108716
-30607, -11699, 3112785
-32761, 603, 3116854
-30156, 12817, 3120923
-23170, 23170, 3124992
-12817, 30156, 3129061
-603, 32761, 3133130
11699, 30607, 3137199
22301, 24007, 3141268
29664, 13919, 3145337
32717, 1809, 3149406
31017, -10564, 3153475
24811, -21403, 3157544
15001, -29131, 3161613
3012, -32628, 3165682
-9416, -31385, 3169751
-20475, -25582, 3173820
-28560, -16063, 3177889
-32495, -4210, 3181958
-31710, 8254, 3186027
-26319, 19519, 3190096
-17104, 27949, 3194165
-5404, 32318, 3198234
7081, 31993, 3202303
18537, 27019, 3206372
27300, 18121, 3210441
32098, 6590, 3214510
32232, -5899, 3218579
27683, -17530, 3222648
19113, -26615, 3226717
7767, -31833, 3230786
-4708, -32427, 3234855
-16499, -28310, 3238924
-25893, -20080, 3242993
-31526, -8933, 3247062
-32578, 3512, 3251131
-28898, 15446, 3255200
-21019, 25137, 3259269
-10087, 31176, 3263338
2310, 32685, 3267407
14372, 29447, 3271476
24346, 21930, 3275545
30783, 11228, 3279614
32748, -1106, 3283683
29956, -13279, 3287752
22812, -23522, 3291821
12353, -30349, 3295890
101, -32767, 3299959
-12167, -30424, 3304028
-22667, -23662, 3308097
-29874, -13462, 3312166
-32741, -1307, 3316235
-30852, 11039, 3320304
-24480, 21781, 3324373
-14553, 29358, 3328442
-2511, 32671, 3332511
9896, 31237, 3336580
20865, 25265, 3340649
28803, 15623, 3344718
32556, 3712, 3348787
31580, -8739, 3352856
26016, -19921, 3356925
16673, -28208, 3360994
4907, -32397, 3365063
-7571, -31880, 3369132
-18950, -26732, 3373201
-27575, -17700, 3377270
-32195, -6096, 3381339
-32137, 6393, 3385408
-27411, 17953, 3389477
-18703, 26905, 3393546
-7277, 31949, 3397615
5205, 32351, 3401684
16932, 28053, 3405753
26198, 19680, 3409822
31659, 8448, 3413891
32521, -4011, 3417960
28658, -15888, 3422029
20631, -25456, 3426098
9608, -31327, 3430167
-2811, -32646, 3434236
-14822, -29223, 3438305
-24680, -21554, 3442374
-30952, -10754, 3446443
-32728, 1608, 3450512
-29749, 13736, 3454581
-22448, 23870, 3458650
-11886, 30535, 3462719
402, 32765, 3466788
12632, 30234, 3470857
23027, 23311, 3474926
30077, 13002, 3478995
32757, 804, 3483064
30679, -11511, 3487133
24143, -22154, 3491202
14101, -29578, 3495271
2009, -32705, 3499340
-10374, -31082, 3503409
-21250, -24942, 3507478
-29039, -15180, 3511547
-32609, -3212, 3515616
-31442, 9223, 3519685
-25708, 20317, 3523754
-16238, 28460, 3527823
-4410, 32469, 3531892
8059, 31760, 3535961
19357, 26438, 3540030
27843, 17275, 3544099
32285, 5602, 3548168
32036, -6885, 3552237
27133, -18371, 3556306
18288, -27189, 3560375
6786, -32057, 3564444
-5701, -32267, 3568513
-17360, -27790, 3572582
-26497, -19276, 3576651
-31785, -7962, 3580720
-32455, 4509, 3584789
-28411, 16325, 3588858
-20238, 25770, 3592927
-9126, 31470, 3596996
3312, 32599, 3601065
15269, 28992, 3605134
25007, 21173, 3609203
31113, 10278, 3613272
32699, -2110, 3617341
29534, -14191, 3621410
22079, -24211, 3625479
11417, -30714, 3629548
-905, -32755, 3633617
-13094, -30037, 3637686
-23382, -22956, 3641755
-30273, -12539, 3645824
-32766, -302, 3649893
-30498, 11980, 3653962
-23801, 22521, 3658031
-13645, 29791, 3662100
-1507, 32732, 3666169
10849, 30919, 3670238
21630, 24613, 3674307
29268, 14732, 3678376
32655, 2711, 3682445
31297, -9704, 3686514
25393, -20709, 3690583
15800, -28706, 3694652
3911, -32533, 3698721
-8545, -31633, 3702790
-19761, -26138, 3706859
-28105, -16846, 3710928
-32367, -5106, 3714997
-31926, 7375, 3719066
-26848, 18785, 3723135
-17869, 27466, 3727204
-6294, 32157, 3731273
6195, 32176, 3735342
17784, 27521, 3739411
26790, 18868, 3743480
31903, 7473, 3747549
32382, -5007, 3751618
28157, -16759, 3755687
19841, -26077, 3759756
8642, -31607, 3763825
-3811, -32545, 3767894
-15712, -28755, 3771963
-25329, -20787, 3776032
-31267, -9800, 3780101
-32663, 2611, 3784170
-29313, 14643, 3788239
-21705, 24547, 3792308
-10944, 30885, 3796377
1407, 32737, 3800446
13554, 29832, 3804515
23731, 22594, 3808584
30462, 12074, 3812653
32766, -201, 3816722
30311, -12446, 3820791
23452, -22884, 3824860
13187, -29997, 3828929
1005, -32752, 3832998
-11322, -30749, 3837067
-22005, -24279, 3841136
-29491, -14282, 3845205
-32692, -2210, 3849274
-31145, 10183, 3853343
-25072, 21096, 3857412
-15358, 28945, 3861481
-3412, 32589, 3865550
9030, 31498, 3869619
20159, 25832, 3873688
28360, 16413, 3877757
32441, 4609, 3881826
31809, -7864, 3885895
26556, -19195, 3889964
17445, -27737, 3894033
5800, -32250, 3898102
-6688, -32077, 3902171
-18204, -27245, 3906240
-27076, -18454, 3910309
-32014, -6983, 3914378
-32302, 5503, 3918447
-27896, 17189, 3922516
-19438, 26378, 3926585
-8157, 31736, 3930654
4310, 32482, 3934723
16151, 28510, 3938792
25645, 20396, 3942861
31414, 9319, 3946930
32619, -3112, 3950999
29085, -15090, 3955068
21326, -24877, 3959137
10469, -31050, 3963206
-1909, -32711, 3967275
-14010, -29621, 3971344
-24075, -22227, 3975413
-30643, -11605, 3979482
-32759, 704, 3983551
-30117, 12910, 3987620
-23099, 23241, 3991689
-12725, 30195, 3995758
-503, 32763, 3999827
11793, 30571, 4003896
22375, 23938, 4007965
29706, 13828, 4012034
32722, 1708, 4016103
30985, -10659, 4020172
24746, -21479, 4024241
14912, -29177, 4028310
2911, -32637, 4032379
-9512, -31356, 4036448
-20553, -25519, 4040517
-28609, -15976, 4044586
-32508, -4111, 4048655
-31685, 8351, 4052724
-26259, 19600, 4056793
-17018, 28001, 4060862
-5305, 32335, 4064931
7179, 31971, 4069000
18620, 26962, 4073069
27356, 18037, 4077138
32118, 6491, 4081207
32213, -5998, 4085276
27629, -17615, 4089345
19032, -26674, 4093414
7669, -31857, 4097483
-4808, -32412, 4101552
-16586, -28259, 4105621
-25955, -20000, 4109690
-31553, -8836, 4113759
-32567, 3612, 4117828
-28850, 15535, 4121897
-20942, 25201, 4125966
-9992, 31206, 4130035
2410, 32678, 4134104
14462, 29403, 4138173
24413, 21856, 4142242
30818, 11133, 4146311
32745, -1206, 4150380
29915, -13370, 4154449
22739, -23592, 4158518
12260, -30387, 4162587
0, -32767, 4166656
-12260, -30387, 4170725
-22739, -23592, 4174794
-29915, -13370, 4178863
-32745, -1206, 4182932
-30818, 11133, 4187001
-24413, 21856, 4191070
-14462, 29403, 4195139
-2410, 32678, 4199208
9992, 31206, 4203277
20942, 25201, 4207346
28850, 15535, 4211415
32567, 3612, 4215484
31553, -8836, 4219553
25955, -20000, 4223622
16586, -28259, 4227691
4808, -32412, 4231760
-7669, -31857, 4235829
-19032, -26674, 4239898
-27629, -17615, 4243967
-32213, -5998, 4248036
-32118, 6491, 4252105
-27356, 18037, 4256174
-18620, 26962, 4260243
-7179, 31971, 4264312
5305, 32335, 4268381
17018, 28001, 4272450
26259, 19600, 4276519
31685, 8351, 4280588
32508, -4111, 4284657
28609, -15976, 4288726
20553, -25519, 4292795
9512, -31356, 4296864
-2911, -32637, 4300933
-14912, -29177, 4305002
-24746, -21479, 4309071
-30985, -10659, 4313140
-32722, 1708, 4317209
-29706, 13828, 4321278
-22375, 23938, 4325347
-11793, 30571, 4329416
503, 32763, 4333485
12725, 30195, 4337554
23099, 23241, 4341623
30117, 12910, 4345692
32759, 704, 4349761
30643, -11605, 4353830
24075, -22227, 4357899
14010, -29621, 4361968
1909, -32711, 4366037
-10469, -31050, 4370106
-21326, -24877, 4374175
-29085, -15090, 4378244
-32619, -3112, 4382313
-31414, 9319, 4386382
-25645, 20396, 4390451
-16151, 28510, 4394520
-4310, 32482, 4398589
8157, 31736, 4402658
19438, 26378, 4406727
27896, 17189, 4410796
32302, 5503, 4414865
32014, -6983, 4418934
27076, -18454, 4423003
18204, -27245, 4427072
6688, -32077, 4431141
-5800, -32250, 4435210
-17445, -27737, 4439279
-26556, -19195, 4443348
-31809, -7864, 4447417
-32441, 4609, 4451486
-28360, 16413, 4455555
-20159, 25832, 4459624
-9030, 31498, 4463693
3412, 32589, 4467762
15358, 28945, 4471831
25072, 21096, 4475900
31145, 10183, 4479969
32692, -2210, 4484038
29491, -14282, 4488107
22005, -24279, 4492176
11322, -30749, 4496245
-1005, -32752, 4500314
-13187, -29997, 4504383
-23452, -22884, 4508452
-30311, -12446, 4512521
-32766, -201, 4516590
-30462, 12074, 4520659
-23731, 22594, 4524728
-13554, 29832, 4528797
-1407, 32737, 4532866
10944, 30885, 4536935
21705, 24547, 4541004
29313, 14643, 4545073
32663, 2611, 4549142
31267, -9800, 4553211
25329, -20787, 4557280
15712, -28755, 4561349
3811, -32545, 4565418
-8642, -31607, 4569487
-19841, -26077, 4573556
-28157, -16759, 4577625
-32382, -5007, 4581694
-31903, 7473, 4585763
-26790, 18868, 4589832
-17784, 27521, 4593901
-6195, 32176, 4597970
6294, 32157, 4602039
17869, 27466, 4606108
26848, 18785, 4610177
31926, 7375, 4614246
32367, -5106, 4618315
28105, -16846, 4622384
19761, -26138, 4626453
8545, -31633, 4630522
-3911, -32533, 4634591
-15800, -28706, 4638660
-25393, -20709, 4642729
-31297, -9704, 4646798
